"","Pts","1stD","TotYd","PassY","RushY","TO","Cmp","PA","Sk","SkYds","QBR","RA","Pnt","PntYds","3DConv","3DAtt","4DConv","4DAtt","ToP"
"18318","3","6","119","89","30","2","15","28","3","18","45.1","16","9","449","3","13","0","0","24:53"
"2418","26","18","428","347","81","2","27","33","1","3","128.2","16","2","96","5","10","0","0","28:45"
"3418","12","16","281","178","103","1","23","33","4","35","92.7","21","6","288","3","13","2","2","30:01"
"4418","20","12","292","204","88","","20","30","0","0","108.2","20","6","252","2","11","0","1","24:44"
"5418","26","25","455","186","269","","19","33","5","27","93.7","38","6","273","4","14","1","1","39:12"
"6318","27","28","507","358","149","3","26","44","2","16","100.4","31","4","193","6","13","0","0","32:24"
"7418","6","11","226","151","75","1","14","29","2","12","49.6","24","5","244","4","14","0","1","26:51"
"8418","27","22","460","244","216","","15","32","2","11","83.3","44","6","253","4","16","1","2","38:17"
"9219","29","21","389","278","111","1","22","34","2","1","119.5","34","4","153","8","17","0","1","33:21"
"10318","3","21","356","282","74","4","27","47","4","27","57.2","15","3","153","4","11","0","2","27:27"
"12418","13","15","308","279","29","1","33","47","2","17","90.6","9","6","280","6","14","0","1","26:08"
"13418","20","23","369","252","117","1","32","48","3","20","79.5","27","6","288","7","18","1","2","36:56"
"14418","11","14","242","193","49","4","23","41","5","47","56.2","17","4","183","4","14","1","3","26:28"
"15418","10","15","252","164","88","","25","38","2","7","83.7","23","5","231","4","15","2","4","30:37"
"16418","20","17","262","185","77","","17","29","2","16","100.5","22","5","248","3","12","1","1","25:48"
"17418","12","17","288","173","115","1","14","32","3","15","71.5","24","5","254","3","14","3","4","26:53"
"18418","38","23","353","286","67","1","27","39","3","9","105.3","24","2","118","9","14","0","0","33:53"
"2518","27","17","241","150","91","","19","20","4","23","137.5","23","3","136","5","10","0","0","26:37"
"3518","30","30","480","315","165","2","30","45","2","24","90.5","27","2","80","10","14","1","1","33:22"
"4518","13","22","318","246","72","2","30","42","4","29","76.1","17","3","157","3","10","0","3","25:38"
"5518","25","25","429","340","89","1","27","40","3","11","100.0","20","2","88","2","10","1","1","26:49"
"6418","14","22","364","289","75","2","31","49","4","12","93.0","20","3","143","8","16","1","3","31:59"
"7518","16","16","275","231","44","2","25","44","1","12","69.4","16","2","76","7","13","0","2","24:03"
"8518","29","15","294","154","140","1","14","27","5","19","93.7","27","5","227","6","15","1","4","25:29"
"10417","25","22","403","288","115","1","26","38","2","16","88.5","27","5","234","6","14","0","1","32:07"
"11418","20","16","260","151","109","1","18","35","3","18","60.5","23","6","275","4","13","0","1","28:19"
"12517","3","14","206","133","73","4","16","37","2","18","13.5","17","6","324","4","13","0","1","23:31"
"13517","25","22","375","235","140","","20","35","0","0","96.7","25","3","137","5","13","1","1","27:19"
"14517","24","20","390","266","124","4","28","42","2","14","72.1","25","5","258","4","13","0","0","30:38"
"15518","10","20","354","263","91","1","31","54","0","0","68.7","15","4","199","5","14","1","3","28:17"
"16518","14","17","267","205","62","1","22","29","5","21","117.7","22","3","110","5","12","1","3","28:12"
"17518","17","14","279","203","76","2","24","37","1","8","74.5","16","6","272","5","12","0","0","27:00"
"18518","14","18","283","230","53","1","26","42","6","31","92.4","17","7","335","5","15","0","2","26:22"
"2618","21","20","395","319","76","3","28","51","1","13","69.0","16","6","297","3","11","1","1","24:56"
"3618","13","12","189","114","75","2","14","33","1","4","36.7","16","4","227","4","11","1","1","21:08"
"4618","19","20","361","202","159","4","22","34","3","17","66.1","29","6","289","2","11","1","1","27:06"
"5617","21","21","341","202","139","","17","24","1","2","96.2","30","4","183","6","12","1","2","28:45"
"6518","19","24","454","256","198","2","23","33","2","17","90.0","31","2","80","3","10","1","3","28:30"
"7614","23","21","396","312","84","1","25","41","2","7","92.7","19","4","152","3","12","2","3","27:20"
"9318","7","20","309","227","82","1","32","54","1","11","67.4","19","4","195","5","14","1","4","31:29"
"10515","9","16","218","139","79","1","17","28","2","12","73.4","27","4","180","2","13","2","2","29:22"
"11517","17","15","331","152","179","1","16","35","3","10","58.3","24","8","332","5","15","0","0","27:44"
"12614","10","14","200","146","54","2","16","25","3","12","79.7","16","4","193","5","11","1","1","21:38"
"13616","14","20","357","216","141","2","23","42","1","12","67.2","28","3","130","9","16","0","2","29:08"
"14615","7","14","197","136","61","2","16","28","2","9","69.9","25","5","247","5","12","1","2","26:15"
"15618","0","9","192","184","8","4","24","40","3","37","31.7","8","5","225","5","13","1","2","23:03"
"16618","16","21","296","189","107","","22","38","3","21","71.1","25","5","237","3","14","2","3","29:53"
"17618","21","27","384","252","132","1","26","39","1","28","84.6","31","1","59","6","13","2","3","32:18"
"18618","10","11","253","173","80","3","17","27","2","20","54.0","17","4","159","3","9","0","0","23:14"
"1928","26","19","318","217","101","","23","32","1","6","111.1","31","3","152","7","15","1","1","33:19"
"2718","22","24","383","260","123","1","24","42","2","15","73.5","18","3","150","3","12","0","1","26:27"
"3718","24","21","331","235","96","","25","30","0","0","121.5","37","5","228","6","15","2","3","38:15"
"4718","38","25","413","262","151","","28","39","0","0","115.5","36","1","56","8","15","2","3","38:27"
"5714","21","13","219","148","71","5","11","23","4","26","79.6","19","3","160","2","7","0","1","20:09"
"6616","6","22","422","286","136","2","25","47","0","0","54.0","26","3","159","6","14","0","3","28:13"
"7710","27","25","379","136","243","1","20","22","4","29","107.6","33","3","151","5","10","1","2","31:11"
"8616","17","27","452","310","142","1","22","44","0","0","73.1","21","2","106","6","13","2","4","25:50"
"9418","17","24","305","114","191","2","18","31","2","19","49.7","32","6","287","4","11","0","0","34:04"
"10611","27","22","403","235","168","1","25","31","0","0","109.0","37","3","163","9","15","0","0","32:25"
"11614","17","17","315","240","75","","29","40","5","19","104.2","16","6","281","4","14","2","2","31:39"
"13714","28","18","332","294","38","1","29","37","4","27","126.8","20","3","206","4","13","2","3","27:21"
"14713","14","14","266","171","95","1","19","34","2","14","79.4","19","3","137","3","12","3","4","23:10"
"15714","36","22","428","368","60","","30","42","0","0","121.9","25","3","133","6","13","0","1","32:52"
"16718","40","26","503","311","192","3","27","42","1","7","108.3","27","3","160","8","12","0","0","27:42"
"17718","19","19","365","218","147","1","20","31","1","11","85.1","39","2","64","7","16","0","0","34:52"
"18715","31","20","337","168","169","2","22","29","2","13","60.7","29","5","217","4","12","0","0","29:30"
"19118","20","13","222","203","19","1","20","32","1","9","91.0","14","4","204","5","11","0","0","23:48"
"285","19","18","408","354","54","1","30","48","2","1","83.2","20","4","171","7","18","0","1","33:24"
"385","19","21","323","219","104","3","24","38","4","36","76.5","27","4","175","7","14","1","1","31:28"
"485","22","27","380","310","70","2","31","38","1","0","89.7","24","2","92","7","12","1","1","32:44"
"585","26","27","438","335","103","","33","41","3","24","117.0","25","4","166","6","13","1","1","30:53"
"682","17","19","388","292","96","4","26","43","5","43","86.6","21","6","237","8","16","1","1","25:58"
"781","31","25","385","304","81","","30","39","1","8","107.2","32","4","175","8","16","1","1","32:30"
"881","27","22","449","266","183","1","29","45","2","14","78.6","36","10","487","7","20","1","1","38:23"
"981","52","35","608","505","103","2","39","50","0","0","131.7","26","2","95","7","11","1","1","34:59"
"1077","28","30","416","355","61","2","28","39","4","32","114.8","27","4","183","6","11","0","0","32:49"
"1181","14","16","350","192","158","2","19","28","2","17","81.2","25","4","189","4","11","0","2","26:26"
"1385","6","14","268","218","50","1","25","44","2","10","60.6","10","6","281","3","12","0","1","23:37"
"1485","38","21","334","264","70","1","24","42","2","18","89.8","14","5","204","3","10","0","1","23:26"
"1585","24","26","388","301","87","","31","41","2","11","111.9","35","4","175","12","17","0","0","37:14"
"1685","27","27","399","330","69","","34","52","1","11","102.2","18","4","172","5","14","2","2","30:24"
"1785","38","29","537","402","135","","25","36","1","10","134.3","35","2","99","8","13","1","1","37:53"
"1885","20","24","390","323","67","1","32","43","0","0","103.1","22","2","105","6","10","0","1","29:34"
"2122","34","27","507","419","88","1","28","42","1","4","131.0","22","2","95","4","11","1","1","29:35"
"3122","13","16","288","247","41","","29","44","2","16","88.0","13","7","383","3","13","0","0","25:53"
"4122","32","32","474","359","115","2","36","54","2","17","96.1","23","2","83","7","13","1","2","32:34"
"5122","35","21","275","192","83","2","23","36","2","15","72.9","34","5","256","11","18","1","1","32:39"
"7122","41","23","523","460","63","1","34","49","1","5","117.7","21","4","211","8","16","1","1","28:55"
"8122","21","27","463","359","104","2","37","48","1","8","109.6","22","4","193","9","14","0","0","32:38"
"9122","25","28","375","252","123","1","27","35","2","13","105.9","35","2","92","9","15","0","0","36:12"
"10122","41","29","571","323","248","","28","39","1","0","122.1","42","4","210","11","17","0","0","38:53"
"11122","23","19","373","293","80","4","21","29","1","10","110.3","21","4","163","4","9","0","0","20:38"
"1282","20","28","371","264","107","2","35","44","3","21","97.3","25","3","141","4","13","2","2","32:15"
"13122","49","27","555","346","209","1","29","37","2","14","145.2","32","4","179","6","13","2","2","35:56"
"14122","13","20","369","319","50","3","31","44","1","7","62.6","12","4","162","6","13","0","0","23:08"
"15122","11","14","294","248","46","3","25","41","1","9","47.6","16","4","205","4","13","1","2","26:45"
"16122","48","33","488","358","130","1","37","48","3","31","125.2","32","1","30","9","14","1","1","37:13"
"17122","31","25","417","294","123","","23","34","2","5","104.3","31","3","124","5","12","0","0","31:36"
"18122","32","26","473","341","132","1","29","50","2","9","83.8","23","4","224","7","16","3","3","30:15"
"2220","19","19","344","284","60","","27","37","1","7","103.9","21","3","171","4","11","0","0","28:44"
"3220","20","20","429","348","81","","27","45","1","8","99.1","17","3","121","4","12","1","2","24:54"
"4220","34","21","362","213","149","","22","29","1","7","130.4","27","3","150","6","12","0","0","31:09"
"5220","20","22","347","261","86","","29","41","1","7","103.8","28","3","141","6","13","1","2","34:28"
"7220","52","19","379","186","193","3","20","30","0","0","77.9","37","7","344","2","12","1","1","32:11"
"8220","26","25","485","324","161","2","27","38","1","7","83.7","36","2","78","8","15","1","1","36:56"
"9220","20","19","387","286","101","2","23","28","2","13","109.2","30","4","204","2","9","0","0","31:23"
"10220","30","21","407","256","151","2","22","27","1","7","130.9","32","2","91","7","13","0","0","32:18"
"11220","47","32","482","184","298","1","18","25","0","0","92.7","48","0","0","6","12","2","2","41:23"
"12122","34","27","535","375","160","1","29","41","2","10","105.2","23","3","119","4","12","1","1","30:24"
"13220","20","14","346","223","123","","22","32","3","23","98.8","17","7","371","3","13","1","1","24:34"
"14220","31","19","400","252","148","1","25","34","2","17","104.0","28","4","184","6","15","1","1","33:21"
"15220","17","18","306","256","50","1","26","35","2","15","101.6","15","5","208","3","10","1","1","25:19"
"16220","31","23","412","281","131","3","26","36","0","0","101.7","28","4","187","3","10","1","1","29:10"
"17220","23","15","315","229","86","1","21","28","1","10","95.7","31","6","268","3","13","1","1","33:48"
"18220","24","18","323","231","92","1","22","30","2","14","106.4","26","4","185","6","12","0","1","28:27"
"2319","40","26","475","432","43","2","37","45","1","7","128.9","13","3","156","4","9","1","1","27:51"
"3319","21","18","275","213","62","2","28","35","3","30","111.1","23","4","179","3","12","0","0","32:41"
"4319","43","32","534","391","143","","39","49","1","5","120.3","27","4","202","7","14","1","1","37:45"
"5319","33","25","389","219","170","","19","34","1","8","75.5","32","2","95","5","13","1","1","31:00"
"6122","43","27","447","349","98","1","26","29","2","14","151.3","32","0","0","5","9","0","0","33:17"
"8319","24","26","339","205","134","1","22","30","1","7","113.9","39","2","88","6","14","4","5","33:31"
"9319","30","17","270","164","106","1","19","24","0","0","91.7","29","2","86","4","9","0","0","28:37"
"10319","45","31","487","346","141","1","25","36","0","0","137.0","34","2","67","7","12","2","2","33:41"
"11319","51","33","509","265","244","","22","27","0","0","144.6","47","0","0","7","12","1","1","39:46"
"12220","48","28","546","373","173","","23","32","0","0","150.1","37","2","99","6","11","1","1","37:34"
"13319","31","19","312","162","150","1","15","22","2","9","110.2","31","3","144","5","11","0","0","29:01"
"14319","10","14","176","111","65","1","18","28","2","16","69.2","19","4","206","3","11","0","1","23:07"
"15319","28","19","298","198","100","2","24","31","1","3","90.5","30","3","155","6","12","1","1","31:53"
"16319","12","21","346","191","155","2","23","35","2","12","67.7","32","4","168","4","13","1","1","35:09"
"17319","31","24","370","313","57","1","27","40","2","13","88.9","19","3","141","6","12","0","0","28:40"
"18319","14","17","294","110","184","1","14","22","2","8","72.2","27","5","210","4","10","0","1","26:34"
